"","lsoa11","samhi_dec","area_population_density_density_number_of_persons_per_hectare_measures_value","imd_score","single_hc"
"16043","E01016523",2,4.1,3.976138,0.2893836
"16044","E01016524",2,5.1,4.727622,0.3368056
"16045","E01016525",1,39.3,4.234529,0.2346457
"16046","E01016526",1,54.7,3.393599,0.2510519
"16047","E01016527",2,62.5,5.776176,0.2896341
"16048","E01016528",1,43.2,6.15277,0.2757528
"16049","E01016529",2,59.8,28.11838,0.3639144
"16050","E01016530",2,4.3,14.46521,0.3292117
"16051","E01016531",1,1.3,7.49894,0.2405272
"16052","E01016532",1,4.1,2.591725,0.2619048
"16053","E01016533",1,4.6,2.539231,0.2012987
"16054","E01016534",1,22.1,4.140244,0.1839864
"16055","E01016535",1,61.1,5.682856,0.2484725
"16056","E01016536",5,48.5,18.55444,0.3856132
"16057","E01016537",1,62.1,14.28366,0.1468085
"16058","E01016538",1,66.5,7.672418,0.2256
"16059","E01016539",1,7.3,8.510656,0.2636505
"16060","E01016540",1,2.4,6.667071,0.243865
"16061","E01016541",1,42.3,3.879565,0.1640625
"16062","E01016542",2,14.5,9.208218,0.2769857
"16063","E01016543",1,1.1,7.160318,0.2537313
"16064","E01016544",1,34.9,9.664856,0.445
"16065","E01016545",1,55.1,14.92101,0.5060804
"16066","E01016546",1,61.2,3.765006,0.3533333
"16067","E01016547",1,36.5,10.70669,0.3214286
"16068","E01016548",1,41.4,3.575242,0.3144578
"16069","E01016549",1,57.5,10.30692,0.3566434
"16070","E01016550",1,52.4,6.687068,0.3058824
"16071","E01016551",1,23.1,3.33106,0.2247191
"16072","E01016552",1,12.5,9.560876,0.3075802
"16073","E01016553",1,21.8,3.948344,0.3639053
"16074","E01016554",4,46.4,16.47198,0.3015385
"16075","E01016555",8,59.4,23.83768,0.297619
"16076","E01016556",3,52.8,13.63764,0.3385827
"16077","E01016557",2,59.5,10.07668,0.3112981
"16078","E01016558",2,54,8.7171,0.1549755
"16079","E01016559",1,48.9,2.601951,0.1957295
"16080","E01016560",5,53.3,21.22623,0.3204334
"16081","E01016561",1,17.9,3.089023,0.1661721
"16082","E01016562",1,7.5,3.740079,0.1676413
"16083","E01016563",1,8.5,4.405842,0.1755424
"16084","E01016564",5,6.7,11.71977,0.2965839
"16085","E01016565",3,10.4,6.360248,0.2516026
"16086","E01016566",6,9,15.23208,0.3704188
"16087","E01016567",2,4.7,8.154536,0.4161567
"16088","E01016568",5,49.5,7.624091,0.2645291
"16089","E01016569",5,6.4,12.36741,0.3833671
"16090","E01016570",1,47.1,4.53111,0.2234375
"16091","E01016571",1,34.2,7.367318,0.1654804
"16092","E01016572",1,36.4,6.257189,0.254025
"16093","E01016573",3,77.1,20.21436,0.2428298
"16094","E01016574",2,54.1,13.1997,0.3046358
"16095","E01016575",3,10.8,7.532324,0.1915228
"16096","E01016576",2,4.4,9.586885,0.2344932
"16097","E01016577",5,3.2,14.6678,0.3108883
"16098","E01016578",2,0.9,7.00328,0.237691
"16099","E01016579",2,1.1,13.21562,0.2481962
"16100","E01016580",4,50.6,19.18907,0.3250389
"16101","E01016581",1,0.9,10.60526,0.2395105
"16102","E01016582",1,13.1,13.84978,0.243513
"16103","E01016583",1,26.8,3.785434,0.2808824
"16104","E01016584",2,53.5,15.94573,0.2929746
"16105","E01016585",4,37.3,8.171052,0.3918054
"16106","E01016586",1,8.6,4.981499,0.2324723
"16107","E01016587",4,43.2,4.100887,0.2523511
"16108","E01016588",5,1.2,11.88376,0.3397683
"16109","E01016589",5,7.2,3.89765,0.258567
"16110","E01016591",1,17.3,4.366133,0.1669316
"16111","E01016592",1,11,11.15201,0.3295739
"16112","E01016593",3,56.2,21.31779,0.275188
"16113","E01016594",1,21.3,17.90363,0.2852234
"16114","E01016595",1,2.9,8.921372,0.2470588
"16115","E01016596",1,8.9,3.023214,0.3412798
"16116","E01016597",1,21.1,4.312789,0.1037277
"16117","E01016598",3,35.6,4.446595,0.1968811
"16118","E01016599",4,66.1,21.41106,0.22
"16119","E01016600",1,5.2,8.326363,0.1964286
"16120","E01016601",1,41.7,9.778025,0.2516234
"16121","E01016602",1,10.8,3.146641,0.259434
"16122","E01016603",1,11.1,1.83466,0.3293011
"16123","E01016604",1,7.5,4.074912,0.2956298
"16124","E01016605",2,6.6,4.792521,0.2724307
"16125","E01016606",3,25,1.893481,0.244582
"16126","E01016607",1,11.6,2.260233,0.1890359
"16127","E01016608",3,16,5.653265,0.3329208
"16128","E01016609",4,22.7,8.684576,0.2851351
"16129","E01016610",1,2.6,5.947277,0.2184644
"16130","E01016611",1,6.8,2.012557,0.1849315
"16131","E01016612",1,4.7,3.234037,0.1332487
"16132","E01016613",2,11.6,8.748822,0.1670146
"16133","E01016614",1,34.7,10.66187,0.1740042
"16134","E01016615",6,26.1,19.55473,0.3190083
"16135","E01016616",3,39.2,7.136933,0.3135048
"16136","E01016617",6,24.8,3.628749,0.247012
"16137","E01016618",2,36.4,7.043427,0.255144
"16138","E01016619",3,5.5,2.903451,0.1313485
"16139","E01016620",3,21.3,4.583186,0.1558935
"16140","E01016621",5,46.4,4.519306,0.1975945
"16141","E01016622",5,14.7,2.210316,0.1580087
"16142","E01016623",5,34.5,4.515525,0.2396694
"16143","E01016624",4,43.8,2.204139,0.1499051
"16144","E01016625",2,26.6,2.570704,0.2142857
"16145","E01016626",2,31.5,8.209064,0.41375
"16146","E01016627",1,22.6,3.43242,0.1941341
"16147","E01016628",1,19.6,2.534046,0.2067851
"16148","E01016629",1,32.7,1.937902,0.1586998
"16149","E01016630",1,26.2,2.140029,0.198594
"16150","E01016631",2,58.5,7.062254,0.297491
"16151","E01016632",2,17.1,3.438711,0.2176871
"16152","E01016633",1,16.9,3.447809,0.1488934
"16153","E01016634",2,11.2,4.20086,0.2425743
"16154","E01016635",1,45.3,1.529813,0.1873767
"16155","E01016636",1,15.4,2.563296,0.1494662
"16156","E01016637",1,6.8,2.026879,0.1446078
"16157","E01016638",1,32.7,1.829957,0.1703854
"16158","E01016639",2,27,4.104292,0.1954023
"16159","E01016640",1,2.3,3.720121,0.2045827
"16160","E01016641",3,1.8,6.85042,0.2226277
"16161","E01016642",3,51.5,17.79919,0.2461538
"16162","E01016643",1,33.1,2.508314,0.1523046
"16163","E01016644",2,70.5,2.935542,0.194707
"16164","E01016645",3,62,4.554139,0.4107383
"16165","E01016646",2,25.9,2.879346,0.2262295
"16166","E01016647",5,17.5,6.002652,0.1357827
"16167","E01016648",2,61.6,1.942219,0.3260188
"16168","E01016649",3,41.6,3.116627,0.3102894
"16169","E01016651",1,46.3,3.783903,0.2674617
"16170","E01016652",1,60.6,1.443163,0.1829787
"16171","E01016653",2,37.3,3.182634,0.1844444
"16172","E01016654",2,35.9,3.432657,0.2881356
"16173","E01016655",2,48.3,2.040617,0.1908549
"16174","E01016656",2,0.8,7.466672,0.2321429
"16175","E01016657",3,4.5,3.219172,0.1755027
"16176","E01016658",4,15.7,2.663046,0.1838843
"16177","E01016659",6,60.5,3.64835,0.348367
"16178","E01016660",5,24.8,2.661759,0.2035256
"16179","E01016661",5,24.4,4.71084,0.1440162
"16180","E01016662",8,61.1,20.21205,0.29
"16181","E01016663",4,42,4.702716,0.2107023
"16182","E01016664",2,38.9,0.9411923,0.2289916
"16183","E01016665",2,39.9,3.095624,0.2663551
"16184","E01016666",2,55.6,3.208552,0.1471173
"16185","E01016668",3,37.2,4.27445,0.230897
"16186","E01016669",3,42.5,4.180037,0.2517781
"16187","E01016670",1,27.8,3.0089,0.228989
"16188","E01016671",2,18.9,3.986406,0.4683544
"16189","E01016672",1,25.7,3.551807,0.1680912
"16190","E01016673",6,44.7,24.10607,0.3256757
"16191","E01016674",3,21.9,11.82662,0.262069
"16192","E01016675",1,0.7,9.484703,0.347548
"16193","E01016676",2,11,1.22992,0.2045089
"16194","E01016677",3,2.8,8.584732,0.2827141
"16195","E01016678",4,1.5,9.639976,0.2806394
"16196","E01016679",2,24.3,10.82198,0.2149644
"16197","E01016680",5,37.1,19.13221,0.266129
"16198","E01016682",1,2.4,8.387454,0.2352941
"16199","E01016683",1,5.6,6.457901,0.217033
"16200","E01016684",3,39.6,3.401318,0.1987076
"16201","E01016685",5,3.4,4.12395,0.2624799
"16202","E01016686",4,34.4,7.915443,0.2921811
"16203","E01016687",3,59.8,5.870651,0.21
"16204","E01016688",2,21.7,5.344186,0.19163
"16205","E01016689",4,46.5,3.199641,0.238342
"16206","E01016690",1,3.1,9.573821,0.2757697
"16207","E01016691",1,1.3,4.697155,0.190583
"16208","E01016692",4,27.7,4.853738,0.3062787
"16209","E01016693",2,40.7,3.208556,0.2897351
"16210","E01016694",4,11,4.718374,0.3850659
"16211","E01016695",2,33.4,2.262353,0.1943049
"16212","E01016696",2,37,7.752889,0.4103261
"16213","E01016699",2,8.9,5.816516,0.280315
"16214","E01016700",2,10.1,2.823337,0.1966759
"16215","E01016701",2,17.9,2.900546,0.1710731
"16216","E01016702",4,14.4,4.12173,0.1936872
"16217","E01016703",3,11.7,5.274647,0.2026049
"16218","E01016704",6,48.9,14.48823,0.2575377
"16219","E01016705",9,2.1,19.8926,0.249501
"16220","E01016706",2,30.4,1.060818,0.168239
"16221","E01016707",2,38.8,1.467464,0.2193959
"16222","E01016708",2,20.8,1.990769,0.2220521
"16223","E01016709",2,31.5,0.7072593,0.1661184
"16224","E01016710",5,34.8,17.48494,0.3014805
"16225","E01016711",3,26,6.331706,0.2324607
"16226","E01016713",2,32,7.940412,0.2296919
"16227","E01016714",3,45.4,28.62129,0.2986667
"16228","E01016715",4,22.3,17.85457,0.2328125
"16229","E01016716",7,32.8,22.10683,0.2940415
"16230","E01016717",4,54.7,18.71019,0.2958861
"16231","E01016718",8,63.6,42.05117,0.3180328
"16232","E01016719",4,32,10.92129,0.3111455
"16233","E01016720",7,38.6,26.9787,0.3738462
"16234","E01016721",7,42.3,24.7145,0.2746365
"16235","E01016722",3,39.5,8.383918,0.1932367
"16236","E01016723",3,40.5,7.064509,0.1618123
"16237","E01016724",7,23.8,21.70108,0.2597201
"16238","E01016725",3,77.3,22.83105,0.2317073
"16239","E01016726",5,78.2,36.39964,0.232358
"16240","E01016727",4,62,21.65456,0.2710567
"16241","E01016728",2,29.4,9.121892,0.155587
"16242","E01016729",5,51.1,38.28767,0.2704082
"16243","E01016731",5,21.7,16.38714,0.2857143
"16244","E01016732",4,24.7,14.28106,0.1954023
"16245","E01016733",3,62.9,34.60775,0.2190153
"16246","E01016734",3,0.9,8.681482,0.2533849
"16247","E01016735",2,3.3,6.801282,0.2865362
"16248","E01016736",4,36.3,5.775874,0.3130288
"16249","E01016737",2,48.4,11.55527,0.1626016
"16250","E01016738",6,43.7,26.24063,0.3014417
"16251","E01016739",2,41.2,8.75997,0.1868687
"16252","E01016740",2,42.4,11.3049,0.2200358
"16253","E01016741",8,62.2,23.95029,0.3286517
"16254","E01016742",8,52.9,54.98211,0.2409012
"16255","E01016743",7,6.9,51.87713,0.2350699
"16256","E01016744",5,39.8,43.76073,0.1944954
"16257","E01016745",2,45.8,13.48975,0.2077922
"16258","E01016746",3,35.2,26.13325,0.2481645
"16259","E01016748",1,44.9,7.994202,0.2564417
"16260","E01016750",1,39.5,5.482577,0.2507886
"16261","E01016751",2,46.1,10.33843,0.2321145
"16262","E01016752",1,50.1,9.261859,0.1559934
"16263","E01016753",2,32.5,10.90433,0.2451759
"16264","E01016754",2,38.8,13.0742,0.3021978
"16265","E01016755",1,46.4,8.201763,0.240612
"16266","E01016756",5,34.7,15.79556,0.3269025
"16267","E01016757",1,40.9,8.412333,0.1905565
"16268","E01016758",1,34.2,7.920507,0.1939394
"16269","E01016759",3,1.5,7.783945,0.2749141
"16270","E01016760",2,1.5,7.262848,0.2184615
"16271","E01016761",3,0.9,2.14083,0.2059859
"16272","E01016762",5,21,15.62771,0.2495164
"16273","E01016763",3,11.3,7.276838,0.3528481
"16274","E01016764",3,20.2,7.183969,0.236755
"16275","E01016765",9,32.3,16.95232,0.3041475
"16276","E01016766",5,43.2,13.27036,0.2238806
"16277","E01016767",2,13.9,2.776808,0.1785029
"16278","E01016768",3,8.2,19.24306,0.2980437
"16279","E01016769",1,10.1,4.755545,0.2753873
"16280","E01016770",2,37.7,11.88225,0.2755556
"16281","E01016771",6,40.5,19.73662,0.2566191
"16282","E01016772",5,44.5,20.48438,0.2634731
"16283","E01016773",3,37.3,4.767609,0.3048934
"16284","E01016774",1,20.5,5.401825,0.2340741
"16285","E01016775",1,10.1,9.063437,0.2510949
"16286","E01016776",3,39.5,6.650277,0.1781076
"16287","E01016777",4,59.7,7.312349,0.2449298
"16288","E01016778",1,22.1,9.699189,0.2327965
"16289","E01016780",1,36.2,7.323144,0.2073733
"16290","E01016781",1,22.6,1.394844,0.1971067
"16291","E01016783",1,15.4,10.2816,0.2365591
"16292","E01016784",4,11.1,22.33689,0.2766917
"16293","E01016786",1,42.4,8.103715,0.2496
"16294","E01016787",8,44.3,15.30135,0.3015152
"16295","E01016788",2,5.9,2.111883,0.1620295
"16296","E01016789",2,58.6,7.107135,0.1733068
"16297","E01016790",5,35,6.221566,0.1954459
"16298","E01016791",2,23.1,7.138116,0.2504202
"16299","E01016792",2,30.2,3.207502,0.2438095
"16300","E01016793",3,12.8,4.342317,0.2462121
"16301","E01016794",3,29.9,5.465976,0.3502171
"16302","E01016795",3,58.1,11.07913,0.2973761
"16303","E01016796",3,39,3.604851,0.3059361
"16304","E01016797",2,2.6,5.733526,0.3555556
"16305","E01016798",1,3.6,1.089413,0.1969904
"16306","E01016799",2,1,6.737188,0.2570694
"16307","E01016800",2,0.8,5.850566,0.2579251
"16308","E01016801",2,0.6,6.458134,0.2283186
"16309","E01016802",2,0.5,8.277184,0.2267135
"16310","E01016803",2,0.4,14.18165,0.2120658
"16311","E01016804",5,10.3,27.85826,0.3365786
"16312","E01016805",2,18.1,7.093075,0.2838284
"16313","E01016806",7,39.1,39.16061,0.251076
"16314","E01016807",5,42.8,18.36375,0.2463127
"16315","E01016808",3,33.8,8.793185,0.1988743
"16316","E01016809",3,31.8,19.36124,0.2030948
"16317","E01016810",8,18.5,35.79386,0.3896552
"16318","E01016811",7,45.4,45.76598,0.1795918
"16319","E01016812",5,34.8,10.52124,0.241433
"16320","E01016813",3,11.4,11.03163,0.3975904
"16321","E01016814",4,2.1,7.658709,0.2642276
"16322","E01016815",2,48.2,8.318555,0.2824859
"16323","E01016816",1,10.9,4.474677,0.2229617
"16324","E01016817",4,22.9,12.63006,0.2861492
"16325","E01016818",8,23.5,10.52825,0.4130952
"16326","E01016819",5,27.5,33.32868,0.3414634
"16327","E01016820",2,9.4,8.936944,0.2337043
"16328","E01016821",2,41.3,8.097198,0.1820041
"16329","E01016822",6,32.5,17.22711,0.305136
"16330","E01016823",2,21.4,9.388167,0.3743655
"16331","E01016824",3,40.9,10.91645,0.2629179
"16332","E01016825",2,43.1,10.29186,0.3212598
"16333","E01016826",1,37.2,2.187772,0.1412429
"16334","E01016827",2,18,9.153351,0.2881119
"16335","E01016828",2,11,6.690005,0.239071
"16336","E01016829",6,56.8,21.5888,0.2816265
"16337","E01016830",4,55.9,8.186784,0.2796117
"16338","E01016831",2,39.3,9.439395,0.193126
"16339","E01016832",3,52.5,13.99508,0.2028112
"16340","E01016833",3,15.3,6.523181,0.187747
"16341","E01016834",6,49.6,24.44938,0.3010753
"16342","E01016835",8,27.7,33.91362,0.2983752
"16343","E01016836",4,85.6,13.85304,0.1987076
"16344","E01016837",5,88.6,19.47713,0.2636103
"16345","E01016838",4,29.8,20.18436,0.2400662
"16346","E01016839",8,35.4,34.81891,0.2398042
"16347","E01016840",4,7,12.39492,0.236692
"16348","E01016841",4,17.8,25.27082,0.3587398
"16349","E01016842",9,65.2,47.77064,0.3011647
"16350","E01016843",9,40,49.07012,0.2556818
"16351","E01016844",9,11.9,49.01102,0.3113208
"16352","E01016845",9,31.7,49.68922,0.2849083
"16353","E01016846",5,46,20.96798,0.2907348
"16354","E01016847",8,33,37.36162,0.3127962
"16355","E01016848",10,25.4,38.47934,0.2973913
"16356","E01016849",6,158.7,18.90173,0.4949608
"16357","E01016850",5,116.5,26.92506,0.4210526
"16358","E01016851",6,235.7,19.9932,0.483871
"16359","E01016852",8,327.8,28.20021,0.5238589
"16360","E01016853",6,175.1,20.73245,0.5004492
"16361","E01016854",10,304.4,35.98339,0.5304695
"16362","E01016855",8,140.6,30.99591,0.4916748
"16363","E01016856",8,176.7,27.26585,0.5698267
"16364","E01016857",10,95.2,28.30189,0.487053
"16365","E01016858",9,168.1,29.50215,0.5410023
"16366","E01016859",8,93.2,17.38027,0.5420875
"16367","E01016860",9,105.2,32.35003,0.4289308
"16368","E01016861",9,86.8,27.41398,0.4586549
"16369","E01016862",8,103.5,20.37832,0.4828402
"16370","E01016863",10,59.1,44.05836,0.5258621
"16371","E01016864",10,6.1,53.1342,0.265411
"16372","E01016865",10,120.4,61.30306,0.2352941
"16373","E01016866",10,75.3,62.75543,0.2601476
"16374","E01016867",10,39.5,56.83636,0.4009077
"16375","E01016868",10,102.9,68.38907,0.4299859
"16376","E01016869",9,99.4,31.42482,0.3473424
"16377","E01016870",6,100.8,18.08133,0.3357558
"16378","E01016871",9,164.8,29.92908,0.5212465
"16379","E01016872",8,184.3,28.40986,0.4496366
"16380","E01016873",10,101.9,37.76914,0.5209581
"16381","E01016874",8,107.6,20.88327,0.5213178
"16382","E01016875",7,129.5,18.61729,0.2483333
"16383","E01016876",8,74.5,24.35555,0.4448529
"16384","E01016877",8,127.6,21.27624,0.4341676
"16385","E01016878",9,83.1,24.77656,0.402968
"16386","E01016879",9,41.7,31.60355,0.234767
"16387","E01016880",10,91.5,50.46972,0.2242424
"16388","E01016881",9,35.8,33.12622,0.2991736
"16389","E01016882",8,54.2,29.90935,0.2647528
"16390","E01016883",5,21.6,16.12008,0.2708018
"16391","E01016884",6,67.7,23.18655,0.262987
"16392","E01016885",10,3.2,51.13977,0.3731826
"16393","E01016886",6,63.3,19.09735,0.3113965
"16394","E01016887",6,42.9,14.21953,0.3069467
"16395","E01016888",6,55.6,13.46146,0.2947189
"16396","E01016889",7,200.1,17.38767,0.348226
"16397","E01016890",7,138.4,29.20948,0.3719434
"16398","E01016891",9,150.8,31.45958,0.4074534
"16399","E01016892",6,49.3,20.44259,0.2245223
"16400","E01016893",4,179.6,11.13945,0.2729625
"16401","E01016894",9,194.1,23.19524,0.3229901
"16402","E01016895",10,43.3,46.18383,0.2555366
"16403","E01016896",6,227.4,16.76331,0.2514286
"16404","E01016897",5,216.7,16.91539,0.3127464
"16405","E01016898",6,39.2,26.93904,0.318362
"16406","E01016899",1,10.1,13.91675,0.2846535
"16407","E01016900",10,7,60.55536,0.4528796
"16408","E01016901",5,110,14.02291,0.2225859
"16409","E01016902",7,42.5,25.4577,0.2114385
"16410","E01016903",3,142,15.22292,0.1942029
"16411","E01016904",10,55.4,65.82378,0.3450292
"16412","E01016905",10,71.8,48.09818,0.4458281
"16413","E01016906",10,14.9,39.66295,0.2421227
"16414","E01016907",9,66.7,29.15757,0.2055268
"16415","E01016908",10,60,58.70361,0.2738302
"16416","E01016909",9,61.4,36.96722,0.2302937
"16417","E01016910",9,40.9,42.20697,0.2310536
"16418","E01016911",9,14.2,29.07105,0.1952118
"16419","E01016912",6,131.2,21.71861,0.3171975
"16420","E01016913",4,127.5,13.1663,0.1715686
"16421","E01016914",7,12.3,41.34303,0.2134387
"16422","E01016915",10,62.7,56.72229,0.2124248
"16423","E01016916",7,3.2,13.58064,0.2340426
"16424","E01016917",7,47.6,13.11406,0.2128028
"16425","E01016918",9,55.1,39.35255,0.3141892
"16426","E01016919",8,42.1,26.90567,0.2377495
"16427","E01016920",6,59.7,10.31174,0.2366771
"16428","E01016921",8,61.8,29.19955,0.2765625
"16429","E01016922",9,66.5,28.3611,0.248566
"16430","E01016923",7,35.7,16.03821,0.357037
"16431","E01016924",4,40.6,8.894048,0.2371134
"16432","E01016925",8,59.4,23.89465,0.2679739
"16433","E01016926",9,20.1,30.64037,0.2293729
"16434","E01016927",6,49.6,16.8437,0.2587859
"16435","E01016928",4,4.3,9.25057,0.2280967
"16436","E01016929",5,48.1,14.8702,0.2550861
"16437","E01016930",4,39.4,9.372659,0.2355263
"16438","E01016931",5,11,12.81486,0.2661417
"16439","E01016932",6,101.4,14.57583,0.349345
"16440","E01016933",7,107,17.818,0.3370079
"16441","E01016934",3,101.7,8.438888,0.2594697
"16442","E01016935",6,33,21.42597,0.4354244
"16443","E01016936",5,71.8,14.43675,0.3084795
"16444","E01016937",9,140.3,31.30695,0.4317959
"16445","E01016938",7,161.6,23.68877,0.4105379
"16446","E01016939",2,118.2,9.859426,0.2086093
"16447","E01016940",3,129.3,8.714109,0.224026
"16448","E01016941",10,155.2,41.89146,0.5134168
"16449","E01016942",10,125.8,66.73751,0.7244165
"16450","E01016943",7,121.4,20.55408,0.3218391
"16451","E01016944",10,91.7,39.41676,0.5162413
"16452","E01016945",10,256,38.13281,0.5637105
"16453","E01016946",5,115.3,14.70192,0.3080645
"16454","E01016947",10,158.5,68.22815,0.5088889
"16455","E01016948",9,126.1,33.53401,0.35
"16456","E01016949",10,78.6,54.70263,0.5367728
"16457","E01016950",5,177.2,21.39028,0.5014577
"16458","E01016951",10,155.3,36.25718,0.5617214
"16459","E01016952",5,38.9,45.87175,0.4285714
"16460","E01016953",4,142,22.69734,0.4491917
"16461","E01016954",10,265.5,36.65973,0.5459459
"16462","E01016955",10,185.1,39.59878,0.5284474
"16463","E01016956",3,9,12.35863,0.3235704
"16464","E01016957",4,9.7,15.05955,0.5095613
"16465","E01016958",3,32.3,11.12654,0.3300853
"16466","E01016959",4,15.8,9.106426,0.2988691
"16467","E01016960",3,12.3,15.68753,0.3703257
"16468","E01016961",3,31.2,13.54836,0.3421717
"16469","E01016962",4,5.9,10.11876,0.273842
"16470","E01016963",7,57.7,24.91963,0.3903967
"16471","E01016964",10,81.5,52.85433,0.4669951
"16472","E01016966",7,139.5,27.34597,0.3678619
"16473","E01016967",7,210.2,24.38478,0.496844
"16474","E01016968",6,246.1,25.61373,0.5
"16475","E01016969",10,70,44.27194,0.4271938
"16476","E01016970",5,122.8,19.4673,0.316092
"16477","E01016971",6,200.7,23.19295,0.3452381
"16478","E01016972",5,197.6,17.41917,0.3495025
"16479","E01016973",8,67.9,22.8863,0.2746914
"16480","E01016974",8,32.9,23.19937,0.3215297
"16481","E01016975",9,63.7,34.47208,0.2449324
"16482","E01016976",7,44.8,13.55092,0.2166934
"16483","E01016977",8,58.7,23.25921,0.2783172
"16484","E01016978",10,57.6,38.36039,0.349162
"16485","E01016979",6,41.9,17.17291,0.2304
"16486","E01016980",5,19.1,15.13887,0.245614
"16487","E01016981",7,21.4,13.65053,0.2541857
"16488","E01016982",3,54.2,7.432823,0.2068273
"16489","E01016983",5,26,6.12732,0.2093458
